"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","prop.sig.genes"
"232","LOC111134021","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"233","LOC111134458","GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase",5,2,0.2,0.01476,"Biological Processes",0.4
"234","LOC111134594","GO:0042273","ribosomal large subunit biogenesis",58,14,2.32,2e-06,"Biological Processes",0.241379310344828
"235","LOC111134642","GO:0097345","mitochondrial outer membrane permeabilization",1,1,0.04,0.04003,"Biological Processes",1
"236","LOC111134659","GO:0000381","regulation of alternative mRNA splicing, via spliceosome",16,5,0.64,0.00031,"Biological Processes",0.3125
"237","LOC111134659","GO:0000381","regulation of alternative mRNA splicing, via spliceosome",16,5,0.64,0.00031,"Biological Processes",0.3125
"238","LOC111134659","GO:0006376","mRNA splice site selection",13,5,0.52,0.00044,"Biological Processes",0.384615384615385
"239","LOC111134886","GO:0045216","cell-cell junction organization",9,3,0.36,0.0016,"Biological Processes",0.333333333333333
"240","LOC111134886","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading",1,1,0.04,0.04003,"Biological Processes",1
"241","LOC111134886","GO:2001046","positive regulation of integrin-mediated signaling pathway",1,1,0.04,0.04003,"Biological Processes",1
"242","LOC111135071","GO:0006623","protein targeting to vacuole",21,4,0.84,0.00884,"Biological Processes",0.19047619047619
"243","LOC111135299","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"244","LOC111135299","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"245","LOC111135299","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"246","LOC111135374","GO:0006396","RNA processing",607,45,24.3,0.0093,"Biological Processes",0.0741350906095552
"247","LOC111135708","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"248","LOC111135708","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"249","LOC111135802","GO:0000495","box H/ACA snoRNA 3'-end processing",1,1,0.04,0.04003,"Biological Processes",1
"250","LOC111136015","GO:0006430","lysyl-tRNA aminoacylation",1,1,0.04,0.04003,"Biological Processes",1
"251","LOC111136015","GO:0006430","lysyl-tRNA aminoacylation",1,1,0.04,0.04003,"Biological Processes",1
"252","LOC111136084","GO:0006338","chromatin remodeling",58,8,2.32,0.00492,"Biological Processes",0.137931034482759
"253","LOC111136084","GO:0006338","chromatin remodeling",58,8,2.32,0.00492,"Biological Processes",0.137931034482759
"254","LOC111136170","GO:0000209","protein polyubiquitination",544,42,21.78,3.6e-05,"Biological Processes",0.0772058823529412
"255","LOC111136170","GO:0017148","negative regulation of translation",250,24,10.01,6.8e-05,"Biological Processes",0.096
"256","LOC111136170","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",655,51,26.22,2.6e-07,"Biological Processes",0.0778625954198473
"257","LOC111136230","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"258","LOC111136230","GO:0042273","ribosomal large subunit biogenesis",58,14,2.32,2e-06,"Biological Processes",0.241379310344828
"259","LOC111136290","GO:0010121","arginine catabolic process to proline via ornithine",1,1,0.04,0.04003,"Biological Processes",1
"260","LOC111136290","GO:0019544","arginine catabolic process to glutamate",1,1,0.04,0.04003,"Biological Processes",1
"261","LOC111136320","GO:0000387","spliceosomal snRNP assembly",29,4,1.16,0.02728,"Biological Processes",0.137931034482759
"262","LOC111136425","GO:0042273","ribosomal large subunit biogenesis",58,14,2.32,2e-06,"Biological Processes",0.241379310344828
"263","LOC111136820","GO:0000470","maturation of LSU-rRNA",23,4,0.92,0.04757,"Biological Processes",0.173913043478261
"264","LOC111137006","GO:0000027","ribosomal large subunit assembly",19,3,0.76,0.03836,"Biological Processes",0.157894736842105
"265","LOC111137006","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"266","LOC111137006","GO:0006412","translation",636,59,25.46,6.7e-05,"Biological Processes",0.0927672955974843
"267","LOC111138040","GO:0006880","intracellular sequestering of iron ion",4,2,0.16,0.0091,"Biological Processes",0.5
"268","LOC111099610","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"269","LOC111100085","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"270","LOC111100085","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"271","LOC111100085","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"272","LOC111100349","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"273","LOC111100355","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"274","LOC111100403","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"275","LOC111100426","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"276","LOC111100522","GO:0005912","adherens junction",48,6,1.99,0.04157,"Cellular Components",0.125
"277","LOC111100547","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"278","LOC111100563","GO:0000235","astral microtubule",1,1,0.04,0.04144,"Cellular Components",1
"279","LOC111100582","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"280","LOC111100765","GO:0005882","intermediate filament",5,2,0.21,0.01577,"Cellular Components",0.4
"281","LOC111101860","GO:0022625","cytosolic large ribosomal subunit",49,10,2.03,2.6e-05,"Cellular Components",0.204081632653061
"282","LOC111102426","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"283","LOC111102683","GO:0022625","cytosolic large ribosomal subunit",49,10,2.03,2.6e-05,"Cellular Components",0.204081632653061
"284","LOC111102770","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"285","LOC111103155","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"286","LOC111103342","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"287","LOC111103427","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"288","LOC111103428","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"289","LOC111103631","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"290","LOC111103765","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"291","LOC111103765","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"292","LOC111103787","GO:0031466","Cul5-RING ubiquitin ligase complex",3,2,0.12,0.005,"Cellular Components",0.666666666666667
"293","LOC111103866","GO:0015630","microtubule cytoskeleton",453,39,18.77,9.4e-05,"Cellular Components",0.0860927152317881
"294","LOC111103866","GO:0015630","microtubule cytoskeleton",453,39,18.77,9.4e-05,"Cellular Components",0.0860927152317881
"295","LOC111103915","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"296","LOC111103989","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"297","LOC111104049","GO:0005751","mitochondrial respiratory chain complex IV",7,3,0.29,0.00219,"Cellular Components",0.428571428571429
"298","LOC111104060","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"299","LOC111104368","GO:0071565","nBAF complex",4,2,0.17,0.00973,"Cellular Components",0.5
"300","LOC111104380","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"301","LOC111104688","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"302","LOC111104775","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"303","LOC111105616","GO:0022625","cytosolic large ribosomal subunit",49,10,2.03,2.6e-05,"Cellular Components",0.204081632653061
"304","LOC111105707","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"305","LOC111105812","GO:0071944","cell periphery",1633,57,67.67,0.04107,"Cellular Components",0.0349050826699326
"306","LOC111105834","GO:0000812","Swr1 complex",8,2,0.33,0.04065,"Cellular Components",0.25
"307","LOC111106378","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"308","LOC111106945","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"309","LOC111106945","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"310","LOC111106945","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"311","LOC111107067","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"312","LOC111107094","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"313","LOC111107163","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"314","LOC111107342","GO:0015630","microtubule cytoskeleton",453,39,18.77,9.4e-05,"Cellular Components",0.0860927152317881
"315","LOC111107711","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"316","LOC111107747","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"317","LOC111107832","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"318","LOC111107938","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"319","LOC111108040","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"320","LOC111108041","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"321","LOC111108043","GO:0005844","polysome",12,3,0.5,0.01177,"Cellular Components",0.25
"322","LOC111108187","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"323","LOC111108200","GO:0008541","proteasome regulatory particle, lid subcomplex",8,2,0.33,0.04065,"Cellular Components",0.25
"324","LOC111108202","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"325","LOC111108512","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"326","LOC111109131","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"327","LOC111109639","GO:0005685","U1 snRNP",17,5,0.7,0.00049,"Cellular Components",0.294117647058824
"328","LOC111110086","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"329","LOC111110601","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"330","LOC111110978","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"331","LOC111111438","GO:0022625","cytosolic large ribosomal subunit",49,10,2.03,2.6e-05,"Cellular Components",0.204081632653061
"332","LOC111111599","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"333","LOC111111615","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"334","LOC111112048","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"335","LOC111112113","GO:0015630","microtubule cytoskeleton",453,39,18.77,9.4e-05,"Cellular Components",0.0860927152317881
"336","LOC111112121","GO:0015630","microtubule cytoskeleton",453,39,18.77,9.4e-05,"Cellular Components",0.0860927152317881
"337","LOC111112299","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"338","LOC111112599","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"339","LOC111112761","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"340","LOC111113100","GO:0005912","adherens junction",48,6,1.99,0.04157,"Cellular Components",0.125
"341","LOC111113124","GO:0030897","HOPS complex",6,2,0.25,0.02301,"Cellular Components",0.333333333333333
"342","LOC111113331","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"343","LOC111113446","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"344","LOC111113446","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"345","LOC111114537","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"346","LOC111114680","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"347","LOC111114853","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"348","LOC111114909","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"349","LOC111114913","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"350","LOC111114913","GO:0005912","adherens junction",48,6,1.99,0.04157,"Cellular Components",0.125
"351","LOC111114914","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"352","LOC111114921","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"353","LOC111115822","GO:0031514","motile cilium",26,4,1.08,0.03621,"Cellular Components",0.153846153846154
"354","LOC111116688","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"355","LOC111117101","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"356","LOC111117154","GO:0071944","cell periphery",1633,57,67.67,0.04107,"Cellular Components",0.0349050826699326
"357","LOC111117359","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"358","LOC111117444","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"359","LOC111117650","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"360","LOC111117833","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"361","LOC111117964","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"362","LOC111117985","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"363","LOC111118007","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"364","LOC111118091","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"365","LOC111118136","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"366","LOC111118152","GO:0033179","proton-transporting V-type ATPase, V0 domain",5,2,0.21,0.01577,"Cellular Components",0.4
"367","LOC111118435","GO:0042995","cell projection",625,25,25.9,0.03162,"Cellular Components",0.04
"368","LOC111118497","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"369","LOC111118918","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"370","LOC111119574","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"371","LOC111119576","GO:0005762","mitochondrial large ribosomal subunit",36,5,1.49,0.01564,"Cellular Components",0.138888888888889
"372","LOC111119597","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"373","LOC111119597","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"374","LOC111119651","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"375","LOC111119745","GO:0022625","cytosolic large ribosomal subunit",49,10,2.03,2.6e-05,"Cellular Components",0.204081632653061
"376","LOC111119776","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"377","LOC111119927","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"378","LOC111119987","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"379","LOC111120087","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"380","LOC111120505","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"381","LOC111120563","GO:0036156","inner dynein arm",1,1,0.04,0.04144,"Cellular Components",1
"382","LOC111120594","GO:0071565","nBAF complex",4,2,0.17,0.00973,"Cellular Components",0.5
"383","LOC111120664","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"384","LOC111120664","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"385","LOC111120664","GO:0005844","polysome",12,3,0.5,0.01177,"Cellular Components",0.25
"386","LOC111120897","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"387","LOC111120952","GO:0005762","mitochondrial large ribosomal subunit",36,5,1.49,0.01564,"Cellular Components",0.138888888888889
"388","LOC111120952","GO:0005762","mitochondrial large ribosomal subunit",36,5,1.49,0.01564,"Cellular Components",0.138888888888889
"389","LOC111121210","GO:0000812","Swr1 complex",8,2,0.33,0.04065,"Cellular Components",0.25
"390","LOC111121210","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"391","LOC111121363","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"392","LOC111121370","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"393","LOC111121370","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"394","LOC111121541","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"395","LOC111121601","GO:0022625","cytosolic large ribosomal subunit",49,10,2.03,2.6e-05,"Cellular Components",0.204081632653061
"396","LOC111121745","GO:0005685","U1 snRNP",17,5,0.7,0.00049,"Cellular Components",0.294117647058824
"397","LOC111121745","GO:0005685","U1 snRNP",17,5,0.7,0.00049,"Cellular Components",0.294117647058824
"398","LOC111121745","GO:0071004","U2-type prespliceosome",13,3,0.54,0.01483,"Cellular Components",0.230769230769231
"399","LOC111121920","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"400","LOC111121920","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"401","LOC111122250","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"402","LOC111122288","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"403","LOC111122288","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"404","LOC111122316","GO:0030315","T-tubule",1,1,0.04,0.04144,"Cellular Components",1
"405","LOC111122652","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"406","LOC111122853","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"407","LOC111123127","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"408","LOC111123188","GO:0005762","mitochondrial large ribosomal subunit",36,5,1.49,0.01564,"Cellular Components",0.138888888888889
"409","LOC111123236","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"410","LOC111123875","GO:0005912","adherens junction",48,6,1.99,0.04157,"Cellular Components",0.125
"411","LOC111123994","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"412","LOC111124014","GO:0030897","HOPS complex",6,2,0.25,0.02301,"Cellular Components",0.333333333333333
"413","LOC111124236","GO:0005948","acetolactate synthase complex",1,1,0.04,0.04144,"Cellular Components",1
"414","LOC111124506","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"415","LOC111124507","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"416","LOC111124507","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"417","LOC111124552","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"418","LOC111124615","GO:0070274","RES complex",1,1,0.04,0.04144,"Cellular Components",1
"419","LOC111124746","GO:0015630","microtubule cytoskeleton",453,39,18.77,9.4e-05,"Cellular Components",0.0860927152317881
"420","LOC111124749","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"421","LOC111124948","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"422","LOC111124992","GO:0005882","intermediate filament",5,2,0.21,0.01577,"Cellular Components",0.4
"423","LOC111125129","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"424","LOC111125315","GO:0090535","WICH complex",1,1,0.04,0.04144,"Cellular Components",1
"425","LOC111125438","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"426","LOC111125596","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"427","LOC111125605","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"428","LOC111125750","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"429","LOC111125750","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"430","LOC111125761","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"431","LOC111125773","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"432","LOC111125921","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"433","LOC111126053","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"434","LOC111126128","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"435","LOC111126277","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"436","LOC111126280","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"437","LOC111126281","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"438","LOC111126659","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"439","LOC111126968","GO:0042995","cell projection",625,25,25.9,0.03162,"Cellular Components",0.04
"440","LOC111127274","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"441","LOC111127274","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"442","LOC111127274","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"443","LOC111127289","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"444","LOC111127289","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"445","LOC111127384","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"446","LOC111127847","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"447","LOC111127912","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"448","LOC111127912","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"449","LOC111127912","GO:0019773","proteasome core complex, alpha-subunit complex",8,2,0.33,0.04065,"Cellular Components",0.25
"450","LOC111127912","GO:0019773","proteasome core complex, alpha-subunit complex",8,2,0.33,0.04065,"Cellular Components",0.25
"451","LOC111127922","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"452","LOC111128115","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"453","LOC111128116","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"454","LOC111128135","GO:0071944","cell periphery",1633,57,67.67,0.04107,"Cellular Components",0.0349050826699326
"455","LOC111128838","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"456","LOC111128883","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"457","LOC111128971","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"458","LOC111129065","GO:0005685","U1 snRNP",17,5,0.7,0.00049,"Cellular Components",0.294117647058824
"459","LOC111129065","GO:0071004","U2-type prespliceosome",13,3,0.54,0.01483,"Cellular Components",0.230769230769231
"460","LOC111129410","GO:0022625","cytosolic large ribosomal subunit",49,10,2.03,2.6e-05,"Cellular Components",0.204081632653061
"461","LOC111129496","GO:0005685","U1 snRNP",17,5,0.7,0.00049,"Cellular Components",0.294117647058824
"462","LOC111129675","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"463","LOC111129798","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"464","LOC111129798","GO:0071944","cell periphery",1633,57,67.67,0.04107,"Cellular Components",0.0349050826699326
"465","LOC111129841","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"466","LOC111129865","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"467","LOC111129928","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"468","LOC111130039","GO:0022625","cytosolic large ribosomal subunit",49,10,2.03,2.6e-05,"Cellular Components",0.204081632653061
"469","LOC111130086","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"470","LOC111130344","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"471","LOC111130431","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"472","LOC111130431","GO:0019773","proteasome core complex, alpha-subunit complex",8,2,0.33,0.04065,"Cellular Components",0.25
"473","LOC111130431","GO:0019773","proteasome core complex, alpha-subunit complex",8,2,0.33,0.04065,"Cellular Components",0.25
"474","LOC111130521","GO:0005751","mitochondrial respiratory chain complex IV",7,3,0.29,0.00219,"Cellular Components",0.428571428571429
"475","LOC111130521","GO:0005751","mitochondrial respiratory chain complex IV",7,3,0.29,0.00219,"Cellular Components",0.428571428571429
"476","LOC111130572","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"477","LOC111130572","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"478","LOC111130572","GO:0008541","proteasome regulatory particle, lid subcomplex",8,2,0.33,0.04065,"Cellular Components",0.25
"479","LOC111130969","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"480","LOC111130969","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"481","LOC111131549","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"482","LOC111131654","GO:0000785","chromatin",677,41,28.05,0.01117,"Cellular Components",0.0605612998522895
"483","LOC111131654","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"484","LOC111131668","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
"485","LOC111132047","GO:0005634","nucleus",3481,190,144.24,0.00178,"Cellular Components",0.0545820166618788
"486","LOC111132060","GO:0005829","cytosol",810,56,33.56,0.01232,"Cellular Components",0.0691358024691358
"487","LOC111132132","GO:0005730","nucleolus",181,20,7.5,6.7e-06,"Cellular Components",0.110497237569061
